Placement Name,Placement ID,Campaign Name,Campaign ID,Campaign External ID,Publisher,Site ID,Creative Name,Creative ID
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA» Free Account Retargeting OSS - T2 - FR,223691789,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctRetargetingOSSFB-Logos-ChG_CAN_1200x628_SOC_Plat_FR_Free Account_Standard_NA_SU_T2_1,102900691
Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- AI,226796675,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-BuyNowCTA-Img3_GBR_1080x162_SOC_Plat_English_NA_Standard_NA_BN_T3_1,103230847
Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- Intelligent Data,226887145,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-BuyNowCTA-Img3_GBR_1080x162_SOC_Plat_English_NA_Standard_NA_BN_T3_1,103230847
Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- Open Source,226889134,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-StartFreeCTA-Img2_GBR_1080x143 _SOC_Plat_English_NA_Standard_NA_NA_T2_1,103235146
Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Brand in Motion,224549481,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-StartFreeCTA-Img2_GBR_1080x143 _SOC_Plat_English_NA_Standard_NA_NA_T2_1,103235146
Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,223560332,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FreeAcctRetargetingVMFB-OnDemand-ChE_GBR_1200x628_SOC_Plat_EN_Free Account_Standard_NA_SU_T2_1,102854037
Facebook»AZP-Canvas-Look a Like-Trial»1x1»Canvas»OTH»MO»CPM»PRO»X»UNK»TP»OT»Canvas-Trial,223297413,JPN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21276694,720195,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-StartFreeCTA-Img2_JPN_1080x143 _SOC_Plat_Japanese_NA_Standard_NA_NA_T2_1,102609621
FACEBOOK»USA-Trial-ITD-Interest Prospecting-AZR-AZR»1 x 1»SocialBan»CCA»ALL»CPA»PRO»X»NA»SS»NA»Azure Developer Facebook Collections»PRSGV0,225283843,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FBCollections-SmartDataTryAzureFreeCTA-Img4_USA_1200x182_SOC_Plat_EN_NA_Standard_NA_TIN_T1_4,103773180
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»LAL»X»NA»SS»NA»FBCTCBenefitinMotion»PRC1Q2,223862960,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AzurePlatform_FBCTCBenefitinMotion_USA_10s_CAN_PLATFORM_English_Trial_Standard_STAN_TIN_T3_2,103176836
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»LAL»X»NA»SS»NA»FBCTCBrandinMotion»PRC1Q3,223935349,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion_USA_10s_CAN_PLATFORM_English_Trial_Standard_STAN_TIN_T2_2,103032823
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CCA»ALL»CPA»LAL»X»NA»SS»NA»Azure Developer Facebook Collections»PRSH6K,225217676,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FBCollections-AITryAzureFreeCTA-Img2_USA_1200x182_SOC_Plat_EN_NA_Standard_NA_TIN_T1_2,103773177
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CCA»ALL»CPA»LAL»X»NA»SS»NA»Azure Developer Facebook Collections»PRSH6K,225217676,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FBCollections-FreeStuffTryAzureFreeCTA-Img5_USA_1200x182_SOC_Plat_EN_NA_Standard_NA_TIN_T1_5,103776921
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CCA»ALL»CPA»LAL»X»NA»SS»NA»Azure Developer Facebook Collections»PRSH6K,225217676,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FBCollections-OSSTryAzureFreeCTA-Img3_USA_1200x182_SOC_Plat_EN_NA_Standard_NA_TIN_T1_3,103873631
FACEBOOK»USA-Trial-ITD-Interest Prospecting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»PRO»X»NA»SS»NA»FreeAcctITProFB-AnimatedSecureMngd-Ch1»PS78JD,226535294,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedSecureMngd-Ch1_USA_1200x1200_CAN_Direct_EN_Trial_Standard_ANI_LEA_T1_1,104593738
FACEBOOK»USA-Trial-ITD-Retargeting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»RT»X»NA»SS»NA»FreeAcctRetargetingVMFB-750Hrs-ChD»PS79SW,226622236,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctRetargetingVMFB-750Hrs-ChD_USA_1200x628_CAN_Plat_English_Free Account_Standard_NA_SINU_T1_2,104595760
FACEBOOK»USA-Trial-ITD-Retargeting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»RT»X»NA»SS»NA»FreeAcctRetargetingVMFB-OnDemand-ChE»PS79SY,226783986,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctRetargetingVMFB-OnDemand-ChE_USA_1200x628_CAN_Plat_English_Free Account_Standard_NA_SINU_T2_1,104595715
FACEBOOK»USA-Trial-ITD-Retargeting-AZR-AZR»1 x 1»SocialBan»CCA»ALL»CPA»RT»X»NA»SS»NA»Azure Developer Facebook Collections»PRSGY7,225283585,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FBCollections-TryAzureFreeCTA-Img1_USA_1200x182_SOC_Plat_EN_NA_Standard_NA_TIN_T1_1,103874423
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»LAL»X»NA»SS»NA»FreeAcctDeveloperFB-AnimatedData-Ch4»PS7B5V,226536149,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedData-Ch4_USA_1200x1200_CAN_Direct_EN_Trial_Standard_ANI_LEA_T4_1,104595739
LINKEDIN»USA-Trial-ITD-Groups Prospecting-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»PRO»D»All»SS»NA»FreeAcctRetargetingLI-Credit-ChA»PS7BRX,226538573,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Linkedin,3654329,AZR_FreeAcctRetargetingLI-Credit-ChA_USA_1200x627_LIA_Plat_English_Free Account_Standard_NA_SINU_T1_1,104593435
LINKEDIN»USA-Trial-ITD-Groups Prospecting-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»PRO»D»All»SS»NA»FreeAcctRetargetingLI-GlobalAlt-ChB»PS7BS1,226539365,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Linkedin,3654329,AZR_FreeAcctRetargetingLI-GlobalAlt-ChB_USA_1200x627_LIA_Plat_English_Free Account_Standard_NA_SINU_T2_1,104593723
Facebook»AZR»1x1»NA»EGV»ALL»DYN»AUT»D»All»SS»NA»Free Acc CTC - T1 - EN,223684451,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FBCTCBasicMotion_CAN_10s_ISV_PLAT_English_Trial_Standard_STAN_TN_T1_1,102901882
Facebook»AZR»1x1»NA»NA»ALL»DYN»AUT»D»All»SS»NA»Free Account Create to Convert FB - Canvas - Basic - Start Free -EN,227522759,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FBCTCBasicMotion_CAN_1080x1080_SOC_10s_ISV_English_Standard_NA_FTR_T1_1,105130122
Facebook»AZR»1x1»NA»NA»ALL»DYN»AUT»D»All»SS»NA»Free Account Create to Convert FB - Canvas - Brand - Start Free - EN,227522762,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion_CAN_1080x1080_SOC_12s_ISV_English_Standard_NA_FTR_T2_1,105216992
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»AUT»D»All»SS»NA»Free Acc Refresh - T1 - FR,223691762,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctAppsFACEBOOKLifestyleChA_CAN_1200x628_SOC_PLAT_FR_Trial_Standard_NA_SU_T1_1.png,102902974
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»AUT»D»All»SS»NA»Free Acc Refresh - T2 - EN,223691810,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctAppsFACEBOOKDeviceChB_CAN_1200x628_SOC_PLAT_EN_Trial_Standard_NA_SU_T2_1.png,103058711
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA» Free Account Retargeting OSS - T1 - EN,223691828,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctRetargetingOSSFB-Text-ChF_CAN_1200x628_SOC_Plat_EN_Free Account_Standard_NA_SU_T1_1,102902956
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting Generic - T2 - EN,223691834,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctRetargetingFB-GlobalAlt-ChB_CAN_1200x628_SOC_Plat_EN_Free Account_Standard_NA_SU_T2_1,102902953
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting VM - T2 - EN,223691822,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctRetargetingVMFB-OnDemand-ChE_CAN_1200x628_SOC_Plat_EN_Free Account_Standard_NA_SU_T2_1,103058708
Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,224009494,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,21359477,720194,Facebook,3654128,AzurePlatform_FBCTCBasicMotion-BuyNow_DEU_10s_ISV_PLAT_DE_Trial_Standard_STAN_TN_T1_1,103235787
Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- Generic,226794002,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-BuyNowCTA-Img3_GBR_1080x162_SOC_Plat_English_NA_Standard_NA_BN_T3_1,103230847
Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- Intelligent Data,227035845,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-StartFreeCTA-Img2_GBR_1080x143 _SOC_Plat_English_NA_Standard_NA_NA_T2_1,103235146
Facebook»AZP-Canvas-Interest&Role-Trial»1x1»Canvas»OTH»MO»CPM»PRO»X»UNK»TP»OT»Canvas-Trial,223298805,JPN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21276694,720195,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-BuyNowCTA-Img3_JPN_1080x162_SOC_Plat_Japanese_NA_Standard_NA_BN_T3_1,102630373
FACEBOOK»USA-Trial-ITD-Interest Prospecting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»PRO»X»NA»SS»NA»FBCTCBrandinMotion»PRC1SY,224104929,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion_USA_10s_CAN_PLATFORM_English_Trial_Standard_STAN_TIN_T2_2,103032823
FACEBOOK»USA-Trial-ITD-Interest Prospecting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»PRO»X»NA»SS»NA»FreeAcctDeveloperFB-AnimatedData-Ch4»PS78JC,226617664,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedData-Ch4_USA_1200x1200_CAN_Direct_EN_Trial_Standard_ANI_LEA_T4_2,104671403
FACEBOOK»USA-Trial-ITD-Retargeting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»RT»X»NA»SS»NA»FreeAcctDeveloperFB-AnimatedAI-Ch3»PS79T7,226622512,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedAI-Ch3_USA_1200x1200_CAN_Direct_EN_Trial_Standard_ANI_LEA_T3_2,104595745
FACEBOOK»USA-Trial-ITD-Lead Completes Lookalike-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»LAL»X»NA»SS»NA»FreeAcctITProFB-AnimatedHybrid-Ch2»PRX71W,225761633,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedHybrid-Ch2_USA_1200x1200_LIA_Direct_English_Trial_Standard_ANI_LEA_T2_1,104593705
FACEBOOK»USA-Trial-ITD-M1 Trial-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»PRO»X»NA»SS»NA»FreeAcctDeveloperFB-AnimatedOpenSource-Ch2»PRC1VB,224107500,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedOpenSource-Ch2_USA_1200x1200_CAN_Direct_English_Trial_Standard_ANI_LEA_T2_1,103048329
FACEBOOK»USA-Trial-ITD-Retargeting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»RT»X»NA»SS»NA»FBCTCBenefit2inMotion»PRC1RR,224104896,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AzurePlatform_FBCTCBenefit2inMotion_USA_10s_CAN_PLATFORM_English_Trial_Standard_STAN_TIN_T4_2,103178645
FACEBOOK»USA-Trial-ITD-Trial PayGo Lookalike-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»LAL»X»NA»SS»NA»FreeAcctITProFB-AnimatedMigration-Ch3»PRC23Y,224105904,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedMigration-Ch3_USA_1200x1200_CAN_Direct_English_Trial_Standard_ANI_LEA_T3_2,103180586
INSTAGRAM»USA-Trial-ITD-Interest Prospecting-AZR-AZR»1 x 1»SocialBan»CAN»ALL»CPA»PRO»X»NA»SS»NA»IGCTCBenefit2inMotion»PRC2PD,223933084,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Facebook - Instagram,3654128,AzurePlatform_IGCTCBrandinMotion_USA_10s_CAN_PLATFORM_English_Trial_Standard_STAN_TIN_T2_1,103180628
LINKEDIN»USA-Trial-ITD-Bing Retargeting LAL-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»RT»D»All»SS»NA»FreeAcctRetargetingLI-Animated-ChC»PS7BST,226786197,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Linkedin,3654329,AZR_FreeAcctRetargetingLI-Animated-ChC_USA_1200x627_LIA_Plat_English_Free Account_Standard_ANI_SINU_T3_1,104592520
LINKEDIN»USA-Trial-ITD-Website Retargeting-AZR-AZR»1 x 1»SocialBan»LIA»ALL»CPA»RT»D»All»SS»NA»FreeAcctRetargetingOSSLI-Text-ChF»PS7BVL,226782720,USA_gaPMG_AZR_AZR_Q1_19_Direct-Social,21358715,720197,Linkedin,3654329,AZR_FreeAcctRetargetingOSSLI-Text-ChF_USA_1200x627_LIA_Plat_English_Free Account_Standard_NA_SINU_T1_1,104595754
Facebook»AZR»1x1»NA»EGV»ALL»DYN»AUT»D»All»SS»NA»Free Acc CTC - T2 - FR,223691798,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion_CAN_12s_ISV_PLAT_FR_Trial_Standard_STAN_TN_T2_1,102916347
Facebook»AZR»1x1»NA»NA»ALL»DYN»AUT»D»All»SS»NA»Free Account Create to Convert FB - Canvas - Brand - Buy Now - EN,227524946,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion_CAN_1080x1080_SOC_12s_ISV_English_Standard_NA_FTR_T2_1,105216992
Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226360031,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedGeneric-Ch1_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T1_1,104537129
Facebook»Developers-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account Developer - AI»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226359947,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedAI-Ch3_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T3_1,104537813
Facebook»Developers-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account Developer - Generic»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226359953,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedGeneric-Ch1_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T1_1,104537129
Facebook»Developers/ITPros-Azure Direct-Sponsored Post-Canvas-FBCTCcanvaspage-StartFreeCTA-Img2_FBCTCBrandinMotion_FRA_14sec»1x1»Canvas»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials,224560872,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FBCTCcanvaspage-StartFreeCTA-Img2_FRA_1080x143_SOC_AZRDirect_French_NA_Facebook_SBAN_BN_T2_1,103259958
Facebook»Developers/ITPros-Azure Direct-Sponsored Post-Video Ad-FBCTCBasicMotion_FRA_10s_RTG Landing Page»1x1»05s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials,224416915,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FBCTCBasicMotion_FRA_10s_VIA_AZRDirect_French_NA_Facebook_STAN_TIN_T1_1,103376981
Facebook»Developers/ITPros-Azure Direct-Sponsored Post-Video Ad-FBCTCBenefit2inMotion_FRA_14s_RTG Landing Page»1x1»06s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials,224560875,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FBCTCBenefit2inMotion_FRA_14s_VIA_AZRDirect_French_NA_Facebook_STAN_TIN_T4_1,103259766
Facebook»Developers/ITPros-Azure Direct-Sponsored Post-Video Ad-FBCTCBrandinMotion_FRA_12s_RTG Landing Page»1x1»05s»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials,224560863,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FBCTCBrandinMotion_FRA_12s_VIA_AZRDirect_French_NA_Facebook_STAN_TIN_T2_1,103256577
Facebook»ITPros-Azure Direct-Sponsored Post-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»AUT»D»UNK»SS»NA»Trials,226360016,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedHybrid-Ch2_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T2_1,104456278
Facebook»ITPros-Azure Direct-Sponsored Post-Video Ad-Free Account IT Pro - Migration»1x1»30s»SOC»ALL»CPC»AUT»D»UNK»SS»NA»Trials,226360010,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedMigration-Ch3_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T3_1,104458003
Facebook»ITPros-Azure Direct-Sponsored Post-Video Ad-Free Account IT Pro - Secure»1x1»30s»SOC»ALL»CPC»AUT»D»UNK»SS»NA»Trials,226360022,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedSecureMngd-Ch1_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T1_1,104455906
Facebook»ITPros-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226360001,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedHybrid-Ch2_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T2_1,104456278
Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Hybrid»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226359938,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedHybrid-Ch2_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T2_1,104456278
Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account Developer- Open Source,226889134,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-BuyNowCTA-Img3_GBR_1080x162_SOC_Plat_English_NA_Standard_NA_BN_T3_1,103230847
Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Hybrid,226889143,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,21337013,720196,Facebook,3654128,AzurePlatform_FBCTCcanvaspage-StartFreeCTA-Img2_GBR_1080x143 _SOC_Plat_English_NA_Standard_NA_NA_T2_1,103235146
Facebook»AZP-Canvas-Retargeting-Trial»1x1»Canvas»SOC»MO»CPM»PRO»W»UNK»SS»OT»Canvas-Trial,226269941,JPN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21276694,720195,Facebook,3654128,AZR_FBCTCcanvaspage-BuyNowCTA-Img3_JPN_1080x162_SOC_Plat_Japanese_NA_Standard_NA_BN_T3_1,104060547
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»AUT»D»All»SS»NA»Free Acc Refresh - T2 - FR,223691768,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctAppsFACEBOOKDeviceChB_CAN_1200x628_SOC_PLAT_FR_Trial_Standard_NA_SU_T2_1.png,102902971
Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting VM - T1 - FR,223691783,CAN_gaPMG_AZR_AZR_Q1_19_Trial-Social,21337220,720192,Facebook,3654128,AzurePlatform_FreeAcctRetargetingVMFB-750Hrs-ChD_CAN_1200x628_SOC_Plat_FR_Free Account_Standard_NA_SU_T1_1,103058723
Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,224009494,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,21359477,720194,Facebook,3654128,AzurePlatform_FBCTCBrandinMotion-BuyNow_DEU_12s_ISV_PLAT_DE_Trial_Standard_STAN_TN_T2_1,103350059
Facebook»Developers-Azure Direct-Sponsored Post_Trial-Video Ad-Free Account Developer - Open Source»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226360025,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctDeveloperFB-AnimatedOpenSource-Ch2_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T2_1,104537132
Facebook»Developers/ITPros-Azure Direct-Sponsored Post-Canvas-FBCTCcanvaspage-StartFreeCTA-Img2_FBCTCBrandinMotion_FRA_12sec»1x1»Canvas»SOC»ALL»CPC»BT»D»UNK»SS»NA»Trials,224560878,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FBCTCcanvaspage-StartFreeCTA-Img2_FRA_1080x143_SOC_AZRDirect_French_NA_Facebook_SBAN_BN_T2_1,103259958
Facebook»ITPros-Azure Direct-Sponsored Post_Trial_PayGo-Video Ad-Free Account IT Pro - Secure»1x1»30s»SOC»ALL»CPC»LAL»D»UNK»SS»NA»Trials,226359941,FRA_gaPMG_AZR_AZR_Q1_19_AzureDirect-Trial-Social,21356941,720193,Facebook,3654128,AZR_FreeAcctITProFB-AnimatedSecureMngd-Ch1_FRA_1200x1200_VIA_AZRDirect_French_NA_Facebook_STAN_LEA_T1_1,104455906
