Channel,Date,DCM Campaign Name,Market,GEP,KPI,Site,Ad Type,DCM Placement ID,Placement Name,Publisher Impressions,Publisher Clicks,Net Media Cost,Currency,Lead Form Ad Leads
Social,09/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,8009,38,134.53,EUR,
Social,10/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,20102,44,145.47,EUR,
Social,11/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,20832,53,199.72,EUR,
Social,12/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,11509,30,111.2,EUR,
Social,13/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,13274,31,110.62,EUR,
Social,14/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,10568,39,124.78,EUR,
Social,15/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Canvas Ad,224009494,Facebook»DEV-ITP-AZR-FB|CanvasAds|Interesttargeting»1x1»TextLink»CAN»DT»CPM»AUT»W»NA»SS»NA»39684020-11000,9575,39,116.09,EUR,
Social,09/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,7439,37,90.74,EUR,
Social,10/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,6890,51,79.15,EUR,
Social,11/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,6117,34,72.23,EUR,
Social,12/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,6883,46,94.71,EUR,
Social,13/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,6867,46,93,EUR,
Social,14/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,7052,59,96.11,EUR,
Social,15/09/2018,DEU_gaPMG_AZR_AZR_Q1_19_Trial-Social- 39684,Germany,AZR,Trial,Facebook,Link Ad,224010415,Facebook»DEV-ITP-AZR-FB|LinkAd|CustomerAudienceRetargeting»1x1»TextLink»LIA»DT»CPM»RT»W»NA»SS»NA»39684019-11000,7104,44,96.08,EUR,
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,3,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,2,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,1,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,9,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560350,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Logos ChG,514.92,2,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,1,13.4,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,1,78.43,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,4,78.43,GBP,N/A
Social,09/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,1,13.4,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,2,13.4,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,7,13.4,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,2,13.4,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,1,13.4,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,4,78.43,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224549481,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Brand in Motion,5496.92,1,78.43,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,227035833,Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Hybrid,5496.92,1,78.43,GBP,N/A
Social,10/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,227035833,Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Hybrid,5496.92,1,78.43,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,1,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,2,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,1,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,3,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560350,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Logos ChG,514.92,1,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,1,13.4,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,2,78.43,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,11/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,226889143,Facebook»Audience & Interest Targeting- Azure Trial PayGo Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Hybrid,5496.92,1,78.43,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,4,13.4,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,7,13.4,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,7,13.4,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,6,13.4,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560350,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Logos ChG,514.92,1,13.4,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,1,78.43,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224549481,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Brand in Motion,5496.92,1,78.43,GBP,N/A
Social,12/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,227036847,Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Migration,5496.92,1,78.43,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,2,13.4,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,1,13.4,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560350,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Logos ChG,514.92,3,13.4,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,2,13.4,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,1,78.43,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,13/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,226887148,Facebook»Audience & Interest Targeting- Azure Trial Lookalikes»1x1»TextLink»CAN»MO»CPM»AUT»W»NA»SS»NA»Free Account IT Pro- Secure,5496.92,1,78.43,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,2,13.4,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,6,13.4,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,2,13.4,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,1,13.4,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,2,13.4,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,1,78.43,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,14/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560299,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Animated ChC,514.92,1,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560332,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- On Demand ChE,514.92,3,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560338,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting VM- 750 Hrs ChD,514.92,1,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560344,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Text ChF,514.92,4,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,223560347,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»DYN»AUT»W»NA»SS»NA»Free Account Refresh- Illustration ChC,5496.92,1,78.43,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560350,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting OSS- Logos ChG,514.92,6,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook,Link,223560356,Facebook»Retargeting»1x1»SocialBan»LIA»DT»DYN»RT»W»NA»SS»NA»Free Account Retargeting Generic- Global Alt ChB,514.92,4,13.4,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,1,78.43,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224334170,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Benefit 2 in Motion,5496.92,4,78.43,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224399962,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Basic Motion,5496.92,1,78.43,GBP,N/A
Social,15/09/2018,GBR_gaPMG_CE_AZR_Q1_19_Trial-Social,UK,Azure Direct,Trials,Facebook (Canvas Ads),Link,224549481,Facebook»Audience & Interest Targeting»1x1»SocialBan»LIA»DT»CPC»AUT»W»NA»SS»NA»Brand in Motion,5496.92,1,78.43,GBP,N/A
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,227618695,Facebook»AZR»1x1»NA»NA»ALL»DYN»AUT»D»All»SS»NA»Free Account Create to Convert FB - Canvas - Benefit - Start Free - FR,316,2,6.49,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691798,Facebook»AZR»1x1»NA»EGV»ALL»DYN»AUT»D»All»SS»NA»Free Acc CTC - T2 - FR,1898,8,39.8,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691831,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA» Free Account Retargeting OSS - T2 - EN,4056,6,107.48,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,225322324,Facebook»AZR»1x1»NA»SOC»ALL»DYN»PRO»D»All»SS»NA»Canvas - Buy Now - FR,268,1,6.52,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691777,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting Generic - T3 - FR,562,0,18.67,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691792,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting Generic - T2 - FR,723,1,15.21,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691789,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA» Free Account Retargeting OSS - T2 - FR,869,1,30.6,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691780,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting VM - T2 - FR,561,4,23.16,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691783,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting VM - T1 - FR,231,0,9.67,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691840,Facebook»AZR»1x1»NA»EGV»ALL»DYN»AUT»D»All»SS»NA»Free Acc CTC - T2 - EN,2512,4,48.06,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,227522771,Facebook»AZR»1x1»NA»NA»ALL»DYN»AUT»D»All»SS»NA»Free Account Create to Convert FB - Canvas - Brand - Start Free - FR,394,1,6.89,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691801,Facebook»AZR»1x1»NA»EGV»ALL»DYN»AUT»D»All»SS»NA»Free Acc CTC - T1 - FR,1441,5,38.53,CAD,0
Social,15/09/2018,CAN_gaPMG_AZR_AZR_Q1_19_Trial,Canada,OSS,Trials,Facebook,Link Ad,223691825,Facebook»AZR»1x1»SocialBan»NA»ALL»DYN»RT»D»All»SS»NA»Free Account Retargeting VM - T1 - EN,4938,17,189.02,CAD,0
